"","X","budget","id","original_language","popularity","release_date","revenue","title","vote_average","vote_count","genre","production","country","principal_actor","secondary_actor"
"3896",3896,3e+06,158015,"en",54.403033,"2013-05-31",89328627,"The Purge",6,3040.9,"Thriller","Why Not Productions","United States of America","Lena Headey","Ethan Hawke"
"3897",3897,3e+06,82507,"en",41.045084,"2012-03-29",77712439,"Sinister",6.7,1573,"Thriller","Possessed Pictures","United States of America","Ethan Hawke","Juliet Rylance"
"3898",3898,3e+06,20337,"en",0.295226,"2002-08-01",19184015,"Martin Lawrence Live: Runteldat",5,1,"Comedy",NA,"United States of America","Martin Lawrence",""
"3899",3899,3e+06,261,"en",16.553594,"1958-02-17",17570324,"Cat on a Hot Tin Roof",7.6,165,"Romance","Metro-Goldwyn-Mayer (MGM)","United States of America","Elizabeth Taylor","Paul Newman"
"3900",3900,3e+06,1685,"en",24.393296,"1970-05-01",18999718,"Beneath the Planet of the Apes",6.2,361,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","James Franciscus","Kim Hunter"
"3901",3901,3e+06,20737,"en",11.241802,"1997-08-01",23144499,"Air Bud",5.3,106,"Family","Walt Disney Pictures","United States of America","Kevin Zegers","Wendy Makkena"
"3902",3902,1.6e+07,10991,"ja",9.18885,"2000-07-08",68411275,"Pokémon: Spell of the Unknown",5.9,137,"Fantasy","TV Tokyo","Japan","Veronica Taylor","Rachael Lillis"
"3903",3903,3e+06,10225,"en",11.158167,"1986-08-01",19472057,"Friday the 13th Part VI: Jason Lives",5.7,216,"Thriller","Paramount Pictures","United States of America","Thom Mathews","Jennifer Cooke"
"3904",3904,3e+06,826,"en",23.109959,"1957-10-02",33300000,"The Bridge on the River Kwai",7.7,542,"War","Horizon Pictures (II)","United States of America","William Holden","Alec Guinness"
"3905",3905,3e+06,34086,"en",1.586598,"1990-04-27",15369573,"Spaced Invaders",4.7,25,"Science Fiction","Touchstone Pictures","United States of America","Ariana Richards","Douglas Barr"
"3906",3906,2e+06,5854,"en",3.832858,"1976-04-09",7900000,"Family Plot",6.7,86,"Thriller","Universal Pictures","United States of America","Barbara Harris","Bruce Dern"
"3907",3907,3e+06,284,"en",22.889294,"1960-06-15",2.5e+07,"The Apartment",8.1,483,"Romance","United Artists","United States of America","Jack Lemmon","Shirley MacLaine"
"3908",3908,3e+06,10285,"en",10.341982,"1993-08-13",15938065,"Jason Goes to Hell: The Final Friday",4.2,193,"Thriller","Sean S. Cunningham Films","United States of America","Kane Hodder","John D. LeMay"
"3909",3909,3e+06,5780,"en",7.924982,"1966-07-13",1.3e+07,"Torn Curtain",6.4,120,"Thriller","Universal Pictures","United States of America","Paul Newman","Julie Andrews"
"3910",3910,3e+06,292,"en",1.697846,"2005-09-12",11718595,"Dave Chappelle's Block Party",6.4,28,"Music","Yari Film Group","United States of America","Dave Chappelle","Erykah Badu"
"3911",3911,0,223485,"en",14.936661,"2015-04-16",229094,"Slow West",6.6,367,"Western","The New Zealand Film Commission","United Kingdom","Michael Fassbender","Kodi Smit-McPhee"
"3912",3912,3e+06,29463,"en",0.720091,"1985-10-25",0,"Krush Groove",7,11,"Romance","Warner Bros.","United States of America","Blair Underwood","Joseph Simmons"
"3913",3913,0,18065,"en",2.747402,"2009-02-06",0,"Next Day Air",5.3,36,"Crime","Secret Society Films","United States of America","Donald Faison","Mike Epps"
"3914",3914,3e+06,22013,"en",6.734965,"1960-06-19",10400000,"Elmer Gantry",7.3,41,"Drama","United Artists","United States of America","Burt Lancaster","Jean Simmons"
"3915",3915,3e+06,821,"en",13.338539,"1961-12-01",1e+07,"Judgment at Nuremberg",7.6,155,"History","United Artists","United States of America","Spencer Tracy","Burt Lancaster"
"3916",3916,0,53862,"en",0.185373,"1999-05-12",9016377,"Trippin'",4.5,4,"Romance","Beacon Communications","United States of America","Deon Richmond","Donald Faison"
"3917",3917,3e+06,3089,"en",5.344815,"1948-08-26",9012000,"Red River",7.3,82,"Western","United Artists","United States of America","John Wayne","Montgomery Clift"
"3918",3918,0,30139,"en",0.982624,"2006-01-01",0,"Phat Girlz",3.7,10,"Romance",NA,"United States of America","Mo'Nique","Jimmy Jean-Louis"
"3919",3919,3e+06,132344,"en",23.299907,"2013-04-05",11176469,"Before Midnight",7.4,568,"Romance","Venture Forth","United States of America","Ethan Hawke","Julie Delpy"
"3920",3920,0,15582,"en",4.103764,"1987-11-20",0,"Teen Wolf Too",3.8,46,"Fantasy","Atlantic Entertainment Group","United States of America","Jason Bateman","Kim Darby"
"3921",3921,3e+06,15158,"en",5.003615,"1988-07-08",7282851,"Phantasm II",6.3,94,"Thriller","Universal Pictures","United States of America","James Le Gros","Reggie Bannister"
"3922",3922,3e+06,44634,"en",0.019984,"2004-09-30",6804016,"Woman Thou Art Loosed",5,3,"Drama",NA,"United States of America","Kimberly Elise","Loretta Devine"
"3923",3923,0,30309,"en",1.026243,"2002-01-01",0,"Real Women Have Curves",5.8,19,"Drama",NA,NA,"America Ferrera","Lupe Ontiveros"
"3924",3924,0,7509,"en",2.787375,"2005-09-08",10422387,"Water",6.8,34,"Romance","Noble Nomad Pictures","Canada","Lisa Ray","Sarala"
"3925",3925,3800000,10557,"en",3.667372,"1999-05-14",28200000,"East Is East",6.5,59,"Comedy","Film4","United Kingdom","Om Puri","Linda Bassett"
"3926",3926,3e+06,23531,"en",2.144354,"2000-09-01",0,"Whipped",3.1,11,"Romance","Hi-Rez Films","United States of America","Amanda Peet","Brian Van Holt"
"3927",3927,3e+06,28005,"en",3.937939,"1996-09-11",4109095,"Kama Sutra - A Tale of Love",5.7,35,"Romance","NDF International","United States of America","Indira Varma","Sarita Choudhury"
"3928",3928,3e+06,40247,"en",5.325156,"2010-01-22",0,"Please Give",6,57,"Drama","Sony Pictures Classics","United States of America","Rebecca Hall","Catherine Keener"
"3929",3929,3e+06,252,"en",23.981601,"1971-06-29",4e+06,"Willy Wonka & the Chocolate Factory",7.4,798,"Fantasy","Paramount Pictures","United States of America","Gene Wilder","Jack Albertson"
"3930",3930,0,24126,"en",3.107149,"1993-05-01",0,"Warlock: The Armageddon",5.2,38,"Science Fiction","Trimark Pictures","United States of America","Julian Sands","Chris Young"
"3931",3931,0,13982,"en",5.016607,"1997-04-18",0,"8 Heads in a Duffel Bag",5.4,39,"Crime","Orion Pictures","United States of America","Joe Pesci","Kristy Swanson"
"3932",3932,0,16642,"en",13.857194,"1978-09-13",0,"Days of Heaven",7.6,234,"Romance","Paramount Pictures","United States of America","Richard Gere","Brooke Adams"
"3933",3933,0,17734,"en",6.997495,"2001-09-02",0,"Thirteen Conversations About One Thing",6.4,25,"Drama",NA,"United States of America","John Turturro","Clea DuVall"
"3934",3934,3e+06,18892,"en",4.337685,"1999-01-30",3076820,"Jawbreaker",5.9,90,"Comedy","TriStar Pictures","United States of America","Rose McGowan","Julie Benz"
"3935",3935,2962051,549,"en",3.636634,"1996-08-09",3011195,"Basquiat",6.6,94,"History","Miramax","United States of America","Jeffrey Wright","David Bowie"
"3936",3936,0,121986,"en",15.492257,"2013-05-17",4069826,"Frances Ha",7.2,345,"Drama","Scott Rudin Productions","United States of America","Greta Gerwig","Mickey Sumner"
"3937",3937,3e+06,868,"af",2.504169,"2005-08-18",9879971,"Tsotsi",6.9,94,"Drama","UK Film & TV Production Company","South Africa","Presley Chweneyagae","Jerry Mofokeng"
"3938",3938,3e+06,10683,"en",10.757539,"1998-10-16",2807390,"Happiness",7.4,194,"Drama","Killer Films","United States of America","Jane Adams","Jon Lovitz"
"3939",3939,0,17995,"en",1.580027,"2003-04-04",0,"DysFunktional Family",6.1,4,"Documentary","Brad Grey Pictures","United States of America","Eddie Griffin","Joe Howard"
"3940",3940,2800000,246403,"en",15.754614,"2014-09-19",1826705,"Tusk",5.1,366,"Horror","SModcast Pictures","United States of America","Michael Parks","Justin Long"
"3941",3941,3e+06,670,"ko",56.76349,"2003-01-01",14980005,"Oldboy",8,3040.9,"Thriller","Show East","South Korea","Choi Min-sik","Yoo Ji-tae"
"3942",3942,0,35691,"en",3.644872,"2010-04-09",0,"Letters to God",6.5,37,"Thriller","Mercy Creek Entretainment","United States of America","Robyn Lively","Jeffrey Johnson"
"3943",3943,3e+06,49010,"en",16.900433,"2011-05-06",748453,"Hobo with a Shotgun",5.7,211,"Thriller","Yer Dead Productions","United States of America","Rutger Hauer","Gregory Smith"
"3944",3944,3e+06,317930,"es",1.569246,"2016-03-31",0,"Compadres",5.2,17,"Comedy",NA,NA,"Omar Chaparro","Joey Morgan"
"3945",3945,3e+06,11229,"en",4.682881,"1996-08-23",0,"Freeway",6.5,95,"Thriller","The Kushner-Locke Company","United States of America","Kiefer Sutherland","Reese Witherspoon"
"3946",3946,0,22488,"en",1.128559,"2006-10-06",0,"Love's Abiding Joy",5.8,12,"TV Movie",NA,"United States of America","Erin Cottrell","Logan Bartholomew"
"3947",3947,3e+06,24469,"en",12.68672,"2009-05-14",2357852,"Fish Tank",6.9,250,"Drama","UK Film Council","United Kingdom","Katie Jarvis","Michael Fassbender"
"3948",3948,0,82533,"en",3.750338,"2012-04-06",0,"Damsels in Distress",5.6,67,"Romance","Westerly Films","United States of America","Greta Gerwig","Carrie MacLemore"
"3949",3949,0,50942,"en",2.857848,"1998-05-17",0,"Creature",4,21,"Thriller","Trilogy Entertainment Group","United States of America","Craig T. Nelson","Kim Cattrall"
"3950",3950,3e+06,84174,"en",20.95282,"2012-08-06",11947954,"Bachelorette",5.3,444,"Romance","Gary Sanchez Productions","United States of America","Kirsten Dunst","Isla Fisher"
"3951",3951,0,34099,"en",0.18094,"2004-04-25",0,"Brave New Girl",3.7,3,"Music","Park Lane Productions","United States of America","Virginia Madsen","Lindsey Haun"
"3952",3952,0,79940,"en",1.75311,"2012-03-02",0,"Tim and Eric's Billion Dollar Movie",5.2,34,"Comedy","Gary Sanchez Productions","United States of America","Eric Wareheim","Tim Heidecker"
"3953",3953,2700000,342,"de",3.120747,"2004-09-02",0,"Summer Storm",6.7,59,"Drama","Claussen + W�bke Filmproduktion GmbH","Germany","Robert Stadlober","Kostja Ullmann"
"3954",3954,0,281230,"en",0.384496,"2014-01-01",0,"Fort McCoy",6.3,2,"War",NA,NA,"Eric Stoltz","Kate Connor"
"3955",3955,0,38033,"en",2.504156,"2010-10-01",0,"Chain Letter",3.9,37,"Thriller","Tiger Tail Entertainment","United States of America","Nikki Reed","Keith David"
"3956",3956,3e+06,100975,"en",0.431332,"1999-10-21",0,"Just Looking",5.8,5,"Drama","Sweetland Films","United States of America","Gretchen Mol","Patti LuPone"
"3957",3957,3e+06,38541,"en",11.882563,"2011-03-13",22000,"The Divide",5.7,197,"Science Fiction","Preferred Content","United States of America","Lauren German","Michael Biehn"
"3958",3958,0,39563,"en",9.342465,"2009-04-24",0,"The Eclipse",6.1,15,"Romance",NA,NA,"Ciarán Hinds","Aidan Quinn"
"3959",3959,3e+06,234212,"en",12.564554,"2015-02-12",3387000,"Demonic",4.9,148,"Thriller","IM Global","United States of America","Maria Bello","Frank Grillo"
"3960",3960,0,27404,"en",0.68822,"2005-03-04",0,"My Big Fat Independent Movie",3,5,"Comedy","Film Threat DVD","United States of America","Paget Brewster","Neil Barton"
"3961",3961,0,170480,"en",0.194848,"2010-06-15",0,"The Deported",0,0,"Family",NA,NA,"Nicholas Turturro","Talia Shire"
"3962",3962,0,71866,"en",2.015525,"2009-09-14",0,"Tanner Hall",5.4,32,"Drama","Tax Credit Finance","United States of America","Rooney Mara","Georgia King"
"3963",3963,3e+06,192210,"en",2.680629,"2013-04-12",0,"Open Road",5.2,18,"Thriller","Society Entertainment","United States of America","Camilla Belle","Andy García"
"3964",3964,0,180296,"en",12.036888,"2014-06-27",0,"They Came Together",5.3,171,"Comedy","Lionsgate","United States of America","Paul Rudd","Amy Poehler"
"3965",3965,0,157058,"en",1.737032,"2013-01-14",0,"30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo",2.9,28,"Comedy","Silver Nitrate Pictures","United States of America","Kathryn Fiore","Flip Schultz"
"3966",3966,3e+06,70006,"en",9.249229,"2011-09-13",0,"Never Back Down 2: The Beatdown",5.8,136,"Drama",NA,"United States of America","Stacey Asaro","Gralen Bryant Banks"
"3967",3967,2500000,26039,"en",5.164423,"1967-08-30",3200000,"Point Blank",7.1,95,"Thriller","Winkler Films","United States of America","Lee Marvin","Angie Dickinson"
"3968",3968,3,79587,"en",0.008263,"2009-01-15",0,"Four Single Fathers",0,0,"Drama","Indiana Production Company","United States of America","Alessandro Gassman","Francesco Quinn"
"3969",3969,0,176077,"en",1.998826,"2013-03-11",0,"Enter the Dangerous Mind",4.8,14,"Thriller","Vedette Finance","United States of America","Jake Hoffman","Nikki Reed"
"3970",3970,3e+06,260947,"en",1.968679,"2014-04-04",0,"Something Wicked",4.6,16,"Thriller","Merchant Films","United States of America","Shantel VanSanten","John Robinson"
"3971",3971,3e+06,342502,"en",1.141463,"2015-08-07",0,"AWOL-72",2.8,10,"Thriller","Triumphant Entertainment","United States of America","Luke Goss","RZA"
"3972",3972,0,191229,"en",0.214704,"1988-04-01",0,"Iguana",6,1,NA,NA,NA,"Everett McGill","Fabio Testi"
"3973",3973,3200000,43213,"en",1.034844,"2009-10-10",0,"Chicago Overcoat",6.1,5,"Thriller","Chicago Overcoat Productions","United States of America","Frank Vincent","Kathrine Narducci"
"3974",3974,0,44594,"en",1.975941,"2010-03-13",0,"Barry Munday",6.3,22,"Romance","Stick 'N' Stone Productions","United States of America","Patrick Wilson","Malcolm McDowell"
"3975",3975,2900000,666,"pt",5.928937,"1998-01-16",5596708,"Central Station",7.6,126,"Drama","Videofilms","Brazil","Fernanda Montenegro","Marília Pêra"
"3976",3976,2900000,248,"en",3.370225,"1961-12-18",5e+06,"Pocketful of Miracles",7.3,25,"Drama","Franton Production","United States of America","Glenn Ford","Bette Davis"
"3977",3977,0,325173,"en",5.485217,"2015-12-11",0,"Close Range",4.9,54,"Crime","Underdogg Entertainment","United States of America","Scott Adkins","Nick Chinlund"
"3978",3978,0,55831,"en",0.18887,"2005-08-05",0,"Boynton Beach Club",6.8,3,"Romance",NA,NA,"Brenda Vaccaro","Dyan Cannon"
"3979",3979,3e+06,351043,"en",3.077885,"2015-08-14",0,"Amnesiac",4.1,52,"Thriller","Infra-Red Pictures","United States of America","Kate Bosworth","Wes Bentley"
"3980",3980,3e+06,43942,"en",1.781462,"2010-10-01",103735,"Freakonomics",6.6,36,"Documentary","Loki Films","United States of America","Zoe Sloane","Jade Viggiano"
"3981",3981,0,10226,"fr",4.952983,"2003-06-18",0,"High Tension",6.6,271,"Thriller","EuropaCorp","France","Cécile de France","Maïwenn"
"3982",3982,2902660,66942,"en",1.35088,"2011-08-19",0,"Griff the Invisible",6.1,34,"Romance","Screen Australia","Australia","Ryan Kwanten","Maeve Dermody"
"3983",3983,0,356483,"en",0.687656,"2015-10-16",0,"Unnatural",4.3,12,"Thriller","August Heart Entertainment","United States of America","James Remar","Sherilyn Fenn"
"3984",3984,8e+06,10476,"en",6.39503,"2005-07-22",23563727,"Hustle & Flow",6.9,99,"Drama","MTV Films","United States of America","Terrence Howard","Anthony Anderson"
"3985",3985,2883848,239,"en",39.30982,"1959-03-18",2.5e+07,"Some Like It Hot",8,808,"Romance","The Mirisch Corporation","United States of America","Marilyn Monroe","Tony Curtis"
"3986",3986,2800000,10281,"en",9.070842,"1988-05-13",19170001,"Friday the 13th Part VII: The New Blood",5.3,192,"Thriller","Paramount Pictures","United States of America","Kane Hodder","Lar Park Lincoln"
"3987",3987,2777000,630,"en",67.3859622,"1939-08-15",33754967,"The Wizard of Oz",7.4,1642,"Fantasy","Loew's Incorporated","United States of America","Judy Garland","Frank Morgan"
"3988",3988,2800000,3034,"en",36.444894,"1974-12-15",86273333,"Young Frankenstein",7.7,854,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Gene Wilder","Peter Boyle"
"3989",3989,2e+06,13025,"en",15.351412,"2007-09-08",5364858,"Diary of the Dead",5.4,190,"Science Fiction","Artfire Films","United States of America","Michelle Morgan","Joshua Close"
"3990",3990,0,21461,"en",2.436019,"2006-01-01",0,"Lage Raho Munna Bhai",7.6,44,"Romance",NA,"India","Sanjay Dutt","Arshad Warsi"
"3991",3991,0,55306,"en",0.93392,"1997-06-13",0,"Ulee's Gold",6.5,19,"Drama","Nunez-Gowan","United States of America","Peter Fonda","Patricia Richardson"
"3992",3992,2700000,17264,"en",11.35972,"1979-10-17",37799643,"The Black Stallion",7,59,"Family","United Artists","United States of America","Kelly Reno","Mickey Rooney"
"3993",3993,0,346081,"en",0.296981,"2015-06-26",0,"Sardaarji",9.5,2,NA,NA,"India","",""
"3994",3994,0,16016,"en",1.776624,"2008-09-26",0,"Journey to Saturn",4.9,10,"Science Fiction","ntc","Denmark","Casper Christensen","Frank Hvam"
"3995",3995,2686000,15875,"en",1.897263,"1963-06-12",6600000,"Donovan's Reef",6,30,"Romance","Paramount Pictures","United States of America","John Wayne","Elizabeth Allen"
"3996",3996,0,5900,"nl",0.144031,"1996-03-21",0,"The Dress",7,3,"Drama",NA,"Netherlands","Henri Garcin","Ingeborg Elzevier"
"3997",3997,2627000,43306,"en",0.531444,"1944-03-01",5363000,"A Guy Named Joe",6,8,"War","Metro-Goldwyn-Mayer (MGM)","United States of America","Spencer Tracy","Irene Dunne"
"3998",3998,2600000,11072,"en",22.793929,"1974-02-07",119500000,"Blazing Saddles",7.2,609,"Western","Warner Bros.","United States of America","Cleavon Little","Gene Wilder"
"3999",3999,2600000,9730,"en",14.013414,"1984-04-13",32980880,"Friday the 13th: The Final Chapter",5.9,237,"Thriller","Paramount Pictures","United States of America","Kimberly Beck","Erich Anderson"
"4000",4000,2159280,209274,"pl",13.265432,"2013-10-25",10700000,"Ida",7.1,260,"Drama","Portobello Pictures","United Kingdom","Agata Trzebuchowska","Agata Kulesza"
"4001",4001,0,26371,"en",11.552247,"1987-09-18",0,"Maurice",7.1,61,"Romance","Merchant Ivory Productions","United Kingdom","James Wilby","Hugh Grant"
"4002",4002,0,14137,"en",1.73892,"2006-09-15",0,"Beer League",5.3,22,"Comedy","Identity Films","United States of America","Artie Lange","Ralph Macchio"
"4003",4003,2600000,291,"en",0.895946,"2004-07-09",3166000,"Riding Giants",7.6,23,"Documentary",NA,"United States of America","Jeff Clark","Darrick Doerner"
"4004",4004,2600000,14139,"es",19.02965,"2007-09-20",553198,"Timecrimes",7,308,"Thriller","Zip Films","Spain","Karra Elejalde","Candela Fernández"
"4005",4005,0,33106,"zh",0.406645,"2009-01-20",0,"Silver Medalist",7.4,13,"Foreign",NA,"China","Huang Bo","Kong Jiu"
"4006",4006,2600000,8875,"en",3.687574,"2007-12-07",0,"Timber Falls",5.2,38,"Thriller","Rifkin-Eberts","United States of America","Josh Randall","Nick Searcy"
"4007",4007,2540800,872,"en",36.556954,"1952-04-10",7200000,"Singin' in the Rain",7.8,727,"Romance","Metro-Goldwyn-Mayer (MGM)","United States of America","Gene Kelly","Donald O'Connor"
"4008",4008,0,72914,"en",0.545825,"2010-04-16",0,"Fat, Sick & Nearly Dead",7.1,47,"Documentary",NA,"United States of America","Joe Cross","Phil Riverstone"
"4009",4009,2500000,139038,"en",18.661541,"2013-01-11",60141683,"A Haunted House",5.4,516,"Horror","Wayans Bros. Entertainment","United States of America","Marlon Wayans","Essence Atkins"
"4010",4010,2500000,126509,"en",0.973582,"2012-07-13",33400000,"2016: Obama's America",4.6,19,"Documentary",NA,"United States of America","",""
"4011",4011,0,9591,"en",14.885388,"1996-10-04",34585416,"That Thing You Do!",6.8,225,"Drama","Twentieth Century Fox Film Corporation","United States of America","Tom Everett Scott","Johnathon Schaech"
"4012",4012,2500000,10676,"en",12.030456,"1982-10-22",14400000,"Halloween III: Season of the Witch",5,229,"Science Fiction","Universal Pictures","United States of America","Tom Atkins","Stacey Nelkin"
"4013",4013,2500000,1687,"en",18.30961,"1971-05-20",12348905,"Escape from the Planet of the Apes",6.3,264,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Roddy McDowall","Kim Hunter"
"4014",4014,2500000,24748,"en",6.82919,"1963-05-29",1e+07,"Hud",7.5,66,"Western","Paramount Pictures","United States of America","Paul Newman","Melvyn Douglas"
"4015",4015,0,181330,"en",9.799357,"2013-07-03",32230907,"Kevin Hart: Let Me Explain",7.1,95,"Documentary","Hartbeat Productions","United States of America","Kevin Hart","David Terrell"
"4016",4016,2500000,468,"en",10.363642,"1991-10-17",0,"My Own Private Idaho",7.1,212,"Romance","Fine Line Features","United States of America","River Phoenix","Keanu Reeves"
"4017",4017,2500000,401,"en",30.583959,"2004-07-28",26781723,"Garden State",7.1,618,"Romance","Large's Ark Productions","United States of America","Zach Braff","Natalie Portman"
"4018",4018,2500000,76,"en",23.672571,"1995-01-27",5535405,"Before Sunrise",7.7,959,"Romance","Detour Film Production","United States of America","Ethan Hawke","Julie Delpy"
"4019",4019,0,50538,"fr",0.205034,"2003-10-03",0,"Evil Words",6.9,8,"Thriller","Go Films","Canada","Patrick Huard","Michel Côté"
"4020",4020,0,25636,"en",5.581743,"1999-09-05",0,"Jesus' Son",6.7,22,"Romance","Evenstar Films","United States of America","Billy Crudup","Denis Leary"
"4021",4021,0,19316,"en",2.487255,"2004-09-12",0,"Saving Face",6.8,32,"Romance",NA,"United States of America","Michelle Krusiec","Joan Chen"
"4022",4022,0,21074,"en",0.262135,"2007-11-16",0,"Brick Lane",5.2,15,"Drama","Ruby Films","United Kingdom","Tannishtha Chatterjee","Satish Kaushik"
"4023",4023,2500000,84329,"en",23.419061,"2012-08-16",3325038,"Robot & Frank",6.8,450,"Science Fiction","White Hat","United States of America","Frank Langella","Liv Tyler"
"4024",4024,0,20,"en",7.958831,"2003-03-07",9726954,"My Life Without Me",7.2,77,"Romance","Milestone Productions","Spain","Sarah Polley","Amanda Plummer"
"4025",4025,2500000,157386,"en",25.722747,"2013-08-02",6854611,"The Spectacular Now",6.8,1048,"Romance","Global Produce","United States of America","Miles Teller","Shailene Woodley"
"4026",4026,0,13007,"en",9.774126,"2008-10-01",0,"Religulous",7.2,197,"Documentary","Lions Gate Films","United States of America","Bill Maher","Jose Luis De Jesus Miranda"
"4027",4027,0,13518,"en",0.197469,"2008-11-14",0,"Fuel",7,3,"Drama",NA,"United States of America","Joshua Tickell","Barbara Boxer"
"4028",4028,0,116584,"en",0.142255,"2006-04-24",0,"Valley of the Heart's Delight",7,1,"Drama",NA,NA,"Pete Postlethwaite","Gabriel Mann"
"4029",4029,2500000,46849,"en",0.301884,"2007-08-24",71904,"Eye of the Dolphin",7.1,7,"Drama","Quantum Entertainment","United States of America","Carly Schroeder","Adrian Dunbar"
"4030",4030,0,40428,"en",0.424957,"2010-01-01",0,"8: The Mormon Proposition",5.5,6,"Documentary",NA,NA,"Rocky Mayor Anderson","Matt Aune"
"4031",4031,1.4e+07,17334,"en",3.393648,"2008-10-29",0,"The Other End of the Line",6.1,50,"Romance","Metro-Goldwyn-Mayer Pictures","United States of America","Jesse Metcalfe","Austin Basis"
"4032",4032,0,1698,"de",5.025938,"2000-02-03",0,"Anatomy",6.1,61,"Thriller","Claussen + W�bke Filmproduktion GmbH","Germany","Franka Potente","Benno Fürmann"
"4033",4033,2500000,20764,"en",4.624691,"2008-12-10",107559,"Sleep Dealer",6,40,"Thriller","Likely Story","United States of America","Leonor Varela","Jacob Vargas"
"4034",4034,2500000,45132,"en",12.204569,"2010-09-09",324138,"Super",6.6,441,"Drama","This Is That Productions","United States of America","Rainn Wilson","Ellen Page"
"4035",4035,0,76706,"en",0.630226,"2010-12-01",0,"Christmas Mail",5,15,"Family",NA,"United States of America","Ashley Scott","A.J. Buckley"
"4036",4036,2500000,254472,"de",4.270489,"2015-07-03",0,"Stung",4.9,63,"Horror","XYZ Films","United States of America","Matt O'Leary","Jessica Cook"
"4037",4037,3.5e+07,332285,"en",3.674294,"2016-09-02",0,"Antibirth",4.8,40,"Horror","Traverse Media","United States of America","Natasha Lyonne","Chloë Sevigny"
"4038",4038,2400000,49471,"en",4.623059,"1996-10-16",5731103,"Get on the Bus",7,11,"Drama","Columbia Pictures","United States of America","Ossie Davis","Charles S. Dutton"
"4039",4039,0,13569,"en",1.946715,"2006-12-01",0,"Thr3e",4.8,21,"Thriller","MovieRoom Productions","United States of America","Marc Blucas","Justine Waddell"
"4040",4040,3e+07,7512,"en",27.940093,"2006-09-01",495303,"Idiocracy",6.3,664,"Science Fiction","Twentieth Century Fox Film Corporation","United States of America","Luke Wilson","Maya Rudolph"
"4041",4041,2500000,356216,"en",1.759506,"2015-08-29",0,"The Rise of the Krays",4.5,19,"Crime","Torn Pictures","United Kingdom","Kevin Leslie","Simon Cotton"
"4042",4042,2380000,11798,"en",8.395624,"2006-09-12",8176544,"This Is England",7.4,363,"Drama","UK Film Council","United Kingdom","Thomas Turgoose","Stephen Graham"
"4043",4043,2500000,146631,"en",8.248149,"2012-12-14",0,"U.F.O.",3.1,47,"Science Fiction","Hawthorne Productions","United Kingdom","Bianca Bree","Sean Brosnan"
"4044",4044,2361000,43546,"en",0.628051,"1944-07-01",6892000,"Bathing Beauty",7,4,"Music","Metro-Goldwyn-Mayer (MGM)","United States of America","Red Skelton","Esther Williams"
"4045",4045,2450000,61038,"en",0.500753,"2011-05-13",0,"Go for It!",4.6,5,"Family","Pantelion Film","United States of America","Aimee Garcia","Al Bandiero"
"4046",4046,0,78373,"en",0.376662,"1998-05-01",565592,"Dancer, Texas Pop. 81",10,1,"Family","HSX Films","United States of America","Breckin Meyer","Peter Facinelli"
"4047",4047,2300000,17820,"en",1.606314,"1951-07-13",1.1e+07,"Show Boat",6.9,18,"Romance","Metro-Goldwyn-Mayer (MGM)","United States of America","Howard Keel","Kathryn Grayson"
"4048",4048,0,74457,"en",0.197264,"2011-08-26",0,"Redemption Road",4.7,6,"Drama","MVP Films",NA,"Michael Clarke Duncan","Morgan Simpson"
"4049",4049,0,283384,"en",5.759493,"2014-08-05",0,"The Calling",5.6,88,"Thriller","Stage 6 Films","United States of America","Susan Sarandon","Gil Bellows"
"4050",4050,2e+06,19933,"en",6.86302,"1987-07-09",0,"The Brave Little Toaster",6.7,93,"Music","The Kushner-Locke Company","United States of America","Jon Lovitz","Timothy Stack"
"4051",4051,2280000,756,"en",32.875469,"1940-11-13",83320000,"Fantasia",7.2,808,"Music","Walt Disney Pictures","United States of America","Deems Taylor","Walt Disney"
"4052",4052,0,433715,"en",0.015295,"2014-06-15",0,"8 Days",0,0,"Thriller","After Eden Pictures","United States of America","Nicole Smolen","Kim Baldwin"
"4053",4053,4e+06,9728,"en",14.206525,"1982-08-13",36690067,"Friday the 13th Part III",5.7,254,"Thriller","Paramount Pictures","United States of America","Dana Kimmell","Paul Kratka"
"4054",4054,2200000,9731,"en",12.639469,"1985-03-22",21930418,"Friday the 13th: A New Beginning",5.1,196,"Thriller","Paramount Pictures","United States of America","Melanie Kinnaman","John Shepherd"
"4055",4055,0,9916,"en",2.371477,"2007-02-09",0,"The Last Sin Eater",6.2,11,"Drama",NA,"United States of America","Louise Fletcher","Henry Thomas"
"4056",4056,0,309425,"en",2.470443,"2015-03-20",0,"Do You Believe?",6.6,48,"Fantasy","Toy Gun Films","United States of America","Mira Sorvino","Sean Astin"
"4057",4057,0,14156,"en",1.532518,"2008-06-13",0,"Impact Point",5.7,5,"Thriller",NA,"United States of America","Brian Austin Green","Melissa Keller"
"4058",4058,2160000,43610,"en",0.1813,"1945-06-01",9132000,"The Valley of Decision",5.8,4,"Drama","Metro-Goldwyn-Mayer (MGM)","United States of America","Greer Garson","Gregory Peck"
"4059",4059,2300000,360339,"en",2.713171,"2015-10-22",0,"Eden",5.6,19,"Thriller","Perlapartment Pictures","United States of America","Jessica Lowndes","Ethan Peck"
